Rank,Logo,Name,Link,Website,Flag,Country,Region,Foundation_year,Address,Intro,Total_Enrollment,Total_International_Enrollment,UG_Enrollment,International_UG_Enrollment,PG_Enrollment,International_PG_Enrollment,latitude,longitude
401-500,https://www.shanghairanking.com/_uni/logo/15914272.png,China University of Mining and Technology - Xuzhou,https://www.shanghairanking.com/institution/china-university-of-mining-and-technology-xuzhou, http://www.cumt.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1909," Xuzhou (Main Campus) and Beijing Branch, China",,33538,1.6,24148,1.6,9390,1.8,34.2146056,117.1380776
401-500,https://www.shanghairanking.com/_uni/logo/92620812.png,China University of Petroleum (Huadong),https://www.shanghairanking.com/institution/china-university-of-petroleum-huadong, http:// www.upc.edu.cn,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1953," No.66, Changjiang West Road, Shandong Province, China","Brief Introduction of China University of Petroleum (East China)_x000D_
China University of Petroleum (UPC) is a national key university directly affiliated to the Ministry of Education and a member of the “211 Project” and “985 innovation platform for preponderant discipline”universities. China University of Petroleum is a higher education institution co-constructed by the Ministry of Education, four leading petroleum and petrochemical companies (CNPC, SINOPEC, CNOOC, and CHEMCHINA) and the People’s Government of Shandong Province._x000D_
Honored as “the cradle of scientific and technological talents for petroleum industry”, UPC is an important base of training high-level talents for petroleum and petrochemical industry and has already developed into a multi-disciplinary, well-rounded university focusing on petroleum and engineering._x000D_
UPC was founded in 1953 and known originally as Beijing Petroleum Institute. During the 1960s it gained strong reputation within the nation. In 1969 UPC was moved to the city of Dongying, Shandong Province and its name changed to East China Petroleum Institute. In June,1981, the Postgraduate Department was established in the original location of Beijing Petroleum Institute. Through another two name modifications in 1988 and in 2005, the University is named now as the China University of Petroleum. The relocation has divided China University of Petroleum into two related but relatively independent units by the geographic locations: China University of Petroleum (East China) and China University of Petroleum (Beijing) now. UPC consists of two campuses: one is in the city of Qingdao, a beautiful coastal city with diverse culture and international population; the other one is in the city of Dongying, where the Shengli Oil field, the second largest oil field of China is located._x000D_
The total size of the two campuses of UPC is about 4,751 Chinese Mu (about 300 hectares) with over 1.1 million square meters of floor space. The library has a collection of over 2.64 million volumes of books and documents (including 4.12 million electronic books). UPC has 12 colleges and schools, as well as the Graduate School and International Education College. The 12 colleges and schools together offer 60 undergraduate programs, 150 postgraduate programs, and 45 doctorate programs. UPC also has 10 Post-doctoral Research Centers, 1 state key heavy-oil laboratory. More than 1,600 faculty and 2,000 staff members are employed at UPC, among them there are 7 academicians of the Chinese Academy of Engineering (CAE) and the Chinese Academy of Science (CAS). The total enrollment includes approximately 20,000 full-time undergraduates, more than 5,000 postgraduates, 700 international students, and 70,000 correspondence and distance students._x000D_
【Colleges and Schools】_x000D_
l  School of Geosciences_x000D_
l  School of Petroleum Engineering_x000D_
l  College of Chemical Engineering_x000D_
l  College of Mechanical and Electronic Engineering_x000D_
l  College of Information and Control Engineering_x000D_
l  College of Pipeline and Civil Engineering_x000D_
l  College of Computer and Communication Engineering_x000D_
l  School of Economics and Management_x000D_
l  College of Science_x000D_
l  College of Arts_x000D_
l  School of Marxism_x000D_
l  Department of Physical Education_x000D_
UPC is a major site for preparing and training professionals for the petroleum and petrochemical industry. The progressive development over the past 61 years has resulted in an integrated academic system of disciplines that, with an emphasis on engineering, integrates science, engineering, management, arts, law, and economics which support each other mutually. Centered on undergraduate and post-graduate education, a multilayered system has been formed that promotes various formats of academic training. UPC offers a wide range of disciplines including the upstream, midstream and downstream in petroleum and petrochemical production and has formed a disciplines system with petroleum as its distinctive characteristics. Now there are 5 state-accredited key disciplines, 2 state-nurtured key disciplines, with petroleum specialties ranking the leading level in China._x000D_
【State Key Disciplines】_x000D_
l  Mineral Survey and Exploration_x000D_
l  Oil and Gas Well Drilling Engineering_x000D_
l  Oil and Gas Field Development Engineering_x000D_
l  Chemical Technology_x000D_
l  Oil and Gas Pipeline Engineering_x000D_
l  Earth Detection and Information Technology (Nurturing)_x000D_
l  Industrial Catalysis (Nurturing)_x000D_
【Key Disciplines of Shandong Province during the 11th Five-year Plan】_x000D_
l  Mineralogy, Petrology, Mineral Deposit Geology_x000D_
l  Structural Geology_x000D_
l  Earth Detection and Information Technology_x000D_
l  Applied Chemistry_x000D_
l  Mechatronic Engineering_x000D_
l  Chemical Process Machinery_x000D_
【6 Disciplines of UPC entered into the top 10 in China】_x000D_
l  Ranking 1st for Oil and Natural Gas Engineering_x000D_
l  Ranking 1st for Oil and Gas Storage & Transportation_x000D_
l  Ranking 2nd for Geological Resources & Engineering_x000D_
l  Ranking 7th for Safety Science and Engineering_x000D_
l  Ranking 8th for Geology_x000D_
l  Ranking 10th for Chemical Engineering and Technology_x000D_
UPC is an important scientific research center for Petroleum and petro-chemical industry and has a very strong strength on the basic theory research and applied research. Its expertise is widely recognized in China and some of its research has attracted international acclaim. UPC has also produced a large number of highly specialized professionals for China and generated a variety of key technologies for the petroleum and petrochemical industry._x000D_
UPC has been consistently enforcing an open-door policy that encourages and strengthens international collaboration and exchanges. With the advanced teaching resources and facilities, UPC creates a good and comfortable learning and research environment. UPC has established practical exchange and cooperation relationship with over 80 universities and institutions from more than 26 countries and areas, such as academic exchange，scientific research cooperation，professors and students exchange, joint education of top talents. UPC has invited nearly 100 well-known experts and scholars as our Honorary professors and Guest professors. The beautiful Qingdao campus offers an important platform and favorable environment for education cooperation and academic exchange between UPC and overseas universities._x000D_
In this new era, the university works out its new development plan and aims to transform itself into a high-level research university with renowned reputation in China and top-ranked petroleum disciplines in the world.",27631,3.3,18917,3.6,7497,3.2,,
401-500,https://www.shanghairanking.com/images/default_logo.svg,CUNY Graduate School and University Center,https://www.shanghairanking.com/institution/cuny-graduate-school-and-university-center,https://www.cuny.edu/,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,0,,,9887,13.3,3363,10.1,6524,20.1,40.74851885,-73.98363927
401-500,https://www.shanghairanking.com/_uni/logo/7dddd2afc.png,Drexel University,https://www.shanghairanking.com/institution/drexel-university, http://www.drexel.edu,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1891, 3141 Chestnut St.,"Drexel is a comprehensive national research university with a strong public purpose, ranked among the top universities in the United States. With 24,634 students, Drexel is one of America’s largest private universities. The University has built its global reputation on core achievements that include: leadership in experiential learning through its cooperative education program; a history of academic technology firsts; and recognition as a model of best practices in translational research initiatives._x000D_
Founded in 1891 in Philadelphia, Drexel now engages with students and communities around the world via three Philadelphia campuses, The Academy of Natural Sciences of Drexel University and international research partnerships in several countries. Drexel University Online is one of the oldest and most successful providers of online degree programs._x000D_
Drexel’s interdisciplinary research enterprise attracts over $120 million in sponsor support annually. The University has been named a Wallace H. Coulter Foundation Translational Research Partner, recognizing leadership in bringing new technologies to market._x000D_
Students choose from approximately 200 undergraduate, master's, doctoral and professional degree programs across Drexel's 14 colleges and schools. The Drexel Co-op is one of the nation’s oldest, largest and best-known co-operative education programs, through which most undergraduates alternate classroom study with up to three, six-month periods of full-time, paid employment in their field._x000D_
Drexel is one of Philadelphia’s top employers, and a major engine for economic development in the Greater Philadelphia region. Drexel is also committed to becoming “the most civically engaged university in the United States,” according to President John Fry. That commitment includes research and academic programs that directly benefit communities; public service by students and faculty; and business practices that support local and regional economic growth._x000D_
Drexel was ranked 74th in the Times Higher Education/Wall Street Journal ranking of all colleges and universities. The University also was ranked 25th on the U.S. News “Most Innovative Schools” list for national universities, considered to be among schools most often cited by university administrators nationwide as making innovative changes in academics, faculty, student life, campus and facilities.",19796,16.9,14068,15.4,5728,20.4,39.9574,-75.19026656
401-500,https://www.shanghairanking.com/_uni/logo-jpg/0b4b50b9c00.jpg,Eindhoven University of Technology,https://www.shanghairanking.com/institution/eindhoven-university-of-technology, http://www.tue.nl/en,https://www.shanghairanking.com/_pub/country-flags/png100/nl.png, Netherlands,Europe,1956, De Rondom 70,"Eindhoven University of Technology (TU/e) is a research-driven and design-oriented technology university of international allure. Its focus is coherent education, research and knowledge valorization in the field of engineering science & technology. In the education area TU/e educates engineers (Master of Science) that have a solid scientific basis and depth as well as the competences required to succeed in a wide range of societal sectors and jobs. In addition, TU/e educates designers (Professional Doctorate in Engineering) and researchers (Doctor of Philosophy) as well as academically trained science teachers (Master of Science).In the research area TU/e prefers to focus on those fields of engineering science & technology in which it can play a significant role in the international scientific world (science for science) and where it can provide meaningful impulses to solving the major societal issues (science for society) and strengthen knowledge-intensive industry (science for industry).Fundamental research spurred on by fascination provides the requisite basis for more applied research. In the field of knowledge valorization TU/e is committed to ensuring that its research results are translated into successful innovations and new companies. TU/e encourages students and staff to be entrepreneurial. The quality of the education and research complies with high international standards. TU/e offers both students and staff an international and academic, intellectually stimulating, climate of study and work. This inspires broad personal development, societal and cultural engagement as well as an entrepreneurial outlook. On its campus TU/e encourages the location and cooperation of higher education institutions, research institutes and (new) high-tech enterprises. The campus is developing into a TU/e Science Park of national significance and international allure. TU/e profiles itself as a leading international university specializing in engineering science & technology whose top-level education and research contribute to:_x000D_
• progress in the engineering sciences,_x000D_
• the development of technological innovations and, thereby,_x000D_
• the solution of major societal issues and the growth of welfare and prosperity._x000D_
It is, therefore, the engine of the regional knowledge economy. In brief, TU/e is the university where innovation starts",8917,19,19561,10.1,7793,20.1,51.4486602,5.490399566
401-500,https://www.shanghairanking.com/_uni/logo/7d91c3f4e.png,Federal University of Minas Gerais,https://www.shanghairanking.com/institution/federal-university-of-minas-gerais, http://www.ufmg.br,https://www.shanghairanking.com/_pub/country-flags/png100/br.png, Brazil,Latin America,1927, Avenida Antônio Carlos 6627,"Universidade Federal de Minas Gerais (Federal University of Minas Gerais – UFMG) is a public institution, recognised as an outstanding centre of excellence in Brazil, both in terms of academic-scientific production and professional training in the context of the Brazilian higher education system. UFMG has four campuses occupying a total area of 8,76 million square meters and a built-in area encompassing 639 thousand square meters. Altogether UFMG has 20 academic units, 03 special units, 03 administrative units, 02 hospitals and 25 libraries. The University offers 75 undergraduate courses, 78 graduate programs and 68 continuing education ones, in all fields of knowledge, with more than 50,000 students enrolled. 95% of UFMG's undergraduate courses have maximum score on the IGC indicator (General Undergraduate Course Index Brazilian_x000D_
Ministry of Education), and 68% of UFMG graduate programmes at PhD level are classified as centres of excellence according to assessments made by the Brazilian Ministry of Education. Abroad, UFMG is one of the Brazilian universities that stands out in the main universities rankings. As one of Brazil's largest research universities, UFMG is committed to strike a balance between the high quality of its courses in both undergraduate and graduate levels, the expanding impact of its research, and the growing social relevance of its academic activities.",40805,0.6,29247,0.6,11558,0.4,-19.87317625,-43.97385327
401-500,https://www.shanghairanking.com/_uni/logo/5c9d5401d.png,Georgetown University,https://www.shanghairanking.com/institution/georgetown-university, http://www.georgetown.edu,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1789," Georgetown University, 37th and O Street,  N.W., Washington,  D.C. 20057-1947, United States of America",,22534,18,8325,10.1,14209,20.1,38.90893925,-77.07457962
401-500,https://www.shanghairanking.com/_uni/logo/60473289.png,Guangzhou Medical University,https://www.shanghairanking.com/institution/guangzhou-medical-university, https://www.gzhmu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1958," Guangzhou, Guangdong, People's Republic of China",,11229,2.2,8740,2.7,2270,0.4,23.04818985,113.4204913
401-500,https://www.shanghairanking.com/_uni/logo/65301006.png,Guangzhou University,https://www.shanghairanking.com/institution/guangzhou-university, http://english.gzhu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,2000," Guangzhou, Guangdong, People's Republic of China",,34138,0.2,29788,0,4091,1.3,23.044604,113.3695861
401-500,https://www.shanghairanking.com/_uni/logo/32937649.png,Hainan University,https://www.shanghairanking.com/institution/hainan-university,http://en.hainanu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1958,,,27010,13.3,19561,10.1,7793,20.1,20.05835675,110.3227758
401-500,https://www.shanghairanking.com/_uni/logo-jpg/8ca7c1eca00.jpg,Hannover Medical School,https://www.shanghairanking.com/institution/hannover-medical-school, http://www.mh-hannover.de,https://www.shanghairanking.com/_pub/country-flags/png100/de.png, Germany,Europe,1963," Medizinische Hochschule Hannover, Carl-Neuberg Strasse 1, 30625 Hannover, Germany",,27010,13.3,19561,10.1,7793,20.1,52.3881872,9.808380209
401-500,https://www.shanghairanking.com/_uni/logo/80055117.png,Henan University,https://www.shanghairanking.com/institution/henan-university,https://isclc.henu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1912,,,45225,0.8,37336,0.5,7889,1.8,34.8124658,114.3639396
401-500,https://www.shanghairanking.com/_uni/logo-jpg/f1e5ef22b00.jpg,Hiroshima University,https://www.shanghairanking.com/institution/hiroshima-university, https://www.hiroshima-u.ac.jp/en,https://www.shanghairanking.com/_pub/country-flags/png100/jp.png, Japan,Asia,1949, 1-3-2 Kagamiyama,"Hiroshima University aims to be a world-class hub of education and research, to nurture highly skilled human resources who will contribute to their communities with excellence, and to continue the advancement of science and technology through expansion and development of cutting-edge research._x000D_
Based on the institution’s founding principle, which states “a single unified university, free and pursuing peace in the world”, Hiroshima University fulfills its roles as a national university with the following five guiding principles: 1.The Pursuit of Peace - to develop intellectual attitudes which always seek peaceful solutions to the problems affecting society and the world at large; 2.The Creation of New Forms of Knowledge - to evolve new systems of study which surpass existing frontiers of knowledge and encourage intellectual innovation; 3.The Nurturing of Well-Rounded Human Beings - to train graduates with well-developed and multifaceted personalities by means of an education which has breadth as well as depth; 4.Collaboration with the Local, Regional, and International Community - to create a university with a strong international awareness which can efficiently disseminate knowledge on a worldwide scale, in collaboration with local and regional communities; 5.Continuous Self-Development - to maintain a constant readiness to re-examine established ways of acting, and a constant openness to improvement and innovation.",14612,5.6,10461,1,4151,17.1,34.4019766,132.7123195
401-500,https://www.shanghairanking.com/_uni/logo/76817036.png,Hohai University,https://www.shanghairanking.com/institution/hohai-university, http://www.hhu.edu.cn,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1915," 1 Xikang Road, Jiangsu Province, China","Hohai University is a national key university directly under the administration of the ministry of Education of P.R.China, and is among the Universities joining the national “211 Project” ._x000D_
The history of Hohai University can be traced back to Hohai Civil Engineering School, which was established by ZhangJian, a famous industrialist and educator in China’s modern history, and it was the first institution focusing on research and education of water conservancy in China. Then, the University under the East China Technical University of Water Resources was founded in 1952 as a result of the merger of water related disciplines of Nanjing University, Tongji University, Shanghai Jiao Tong University and Zhejiang University. The university was renamed Hohai University in 1985, Mr. Deng Xiaoping inscribed the name of the University._x000D_
Nowadays, Hohai University is a comprehensive university with research and study of water conservancy as its main task, education of engineering subjects as its first priority, and coordinated development of many other disciplines covering engineering, science, economics, management, liberal arts, and law._x000D_
Hohai University’s mission is to make a significant contribution towards a sustainable society of the twenty-first century by conducting groundbreaking scientific and technological research concerning water conservancy which is acknowledged as world-class academic achievement, by providing various stages of courses and by helping to convert knowledge into technological innovations and activities with both economic and social values._x000D_
Located in Nanjing , the capital city of ancient China, Hohai University includes two other beautiful campuses, Changzhou and Jiangning, taking up an area of about 1,533,333 square meters with picturesque environment ._x000D_
Hohai University has 3415 faculty and staff members, including 1143 teachers having high academic title, 372 PhD supervisors and 15 academicians invited as professors and PhD supervisors. The faculty in the university is noted for its excellence, vitality and diversity, for example, 2 academicians of the Chinese Academy of Engineering, 8 professors listed in ‘Overseas Talent Introduction Project’, 6 professors and 1 professional lecturer receiving funds from the Cheung Kong Scholars Program, 3 professors achieved National Outstanding Teachers Award,8 winners of National Science Fund for Distinguished Young Scholars, 17 teachers voted as young and middle-aged leading scientists above provincial and ministerial level, 9 faculty members listed in ‘National New Century Outstanding Talents Project’, 23 winners of New Century Excellent Talents Supporting Program of Ministry of Education,300 professors entitled leading scientists in ‘333 High-Level Talent Training Program’ of Jiangsu Province, 143 nominated as leading academic scholars in ‘Qinglan Program’ of Jiangsu Province, 6 achieved Jiangsu Outstanding Teachers Award._x000D_
The University has now over 48,679 full-time students, including 19,917 undergraduates and 15,406 graduate students. As one of China’s most renowned universities, HHU has become an important institution for fostering talent and scientific research. It offers 51 undergraduate programs, and awards first-level master degrees in 35 disciplines, and 198 subdisciplines. It also has 15 research bases for post-doctoral students, first-level Ph.D. degrees in 12 disciplines and 66 subdisciplines. Among these, there is a first-level key discipline--Hydrology, Hydraulic Engineering, designated by Chinese government ,and 7 are designated as  key subdisciplines. In addition, 10 disciplines are recognized as first-level key disciplines at provincial level, and 46 as key subdisciplines. Hohai University has 6 national and provincial key laboratories, 10 national and provincial engineering research centers. Among them, Hydrology, Hydraulic Engineering, and Civil Engineering related disciplines are among the top ones in China.",32268,3.2,20047,1,12221,6.7,32.05765485,118.7550027
401-500,https://www.shanghairanking.com/_uni/logo/a7b8b673b.png,Humanitas University,https://www.shanghairanking.com/institution/humanitas-university, http://www.hunimed.eu/,https://www.shanghairanking.com/_pub/country-flags/png100/it.png, Italy,Europe,2014," Pieve Emanuele, Italy",,27010,13.3,307,10.1,32,20.1,45.37034255,9.171865012
401-500,https://www.shanghairanking.com/_uni/logo/7c94539cd.png,Iowa State University,https://www.shanghairanking.com/institution/iowa-state-university, http://www.iastate.edu,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1858, 100 Enrollment Services Center,"Sitting on 1,900 acres, Iowa State University is classified as a Carnegie Foundation Doctoral and Research University and is ranked among the nation’s most beautiful college campuses. The university is located approximately 30 minutes North of Des Moines in Ames, Iowa, which was recently voted as one of the nation’s best college towns. Iowa State is a member of the Association of American Universities (AAU) and is home to more than 34,000 students and over 6,900 faculty and staff. Iowa State is member of the Big 12 Athletic Conference and the NCAA (Division I). The “Cyclones” field 18 varsity squads, which include 11 women’s and 7 men’s intercollegiate teams. Students have a wide variety of networking opportunities, which include more than 850 student clubs and organizations, 45 different types of intramural sports, and over 90 learning communities._x000D_
Iowa State University is known worldwide for its excellence in science and technology, discovery and innovation; and its student-centered culture with faculty and staff who are dedicated to student success. Staying true to the university’s Land-Grant mission, Iowa State’s research-based and educational Extension and Outreach programs benefited more than 1 million Iowans in the last year. Integrated in this deep-seeded focus, Iowa State’s research enterprise includes nearly 100 centers and institutes, world-class facilities, and award-winning researchers and scholars._x000D_
Iowa State University is an equal opportunity employer committed to excellence through diversity and strongly encourages student, faculty, and staff applications from all qualified individuals, which includes women, underrepresented populations, and veterans. Iowa State is also responsive to the needs of dual career couples and is dedicated to work-life balance through an array of policies and membership as an NSF ADVANCE institution. All employees are expected to exhibit and convey good citizenship and practice high ethical behavior within their program, department, college, and university activities both nationally and internationally.",31901,9.7,27444,5.5,4457,35.6,42.0279608,-93.64473746
401-500,https://www.shanghairanking.com/_uni/logo/3405657ab.png,Istanbul University,https://www.shanghairanking.com/institution/istanbul-university, http://www.istanbul.edu.tr,https://www.shanghairanking.com/_pub/country-flags/png100/tr.png, Turkey,Asia,1453, Istanbul University Main Campus Beyazit,"Establishment: 1453_x000D_
Faculties:15_x000D_
Schools: 2_x000D_
Vocational Higher Schools: 2_x000D_
Nobel Prizes: 2 Nobel Prizes (1 in Literature and 1 in Chemistry)_x000D_
Motto: The Science Bridge From History to the Future_x000D_
Campuses: 8 Campuses_x000D_
The LibraryCollection: 1,5 Million Books (Approximately)_x000D_
Rector: Prof. Dr. Mahmut Ak_x000D_
THE MISSION OF ISTANBUL UNIVERSITY_x000D_
Istanbul University brings together the East and the West; the past and the future; also it is the leading University raising  competent indiv duals who produce beneficial knowledge for our country and humanity._x000D_
THE VISION OF ISTANBUL UNIVERSITY_x000D_
Istanbul University will become one the leading universities of the world._x000D_
ISTANBUL UNIVERSITY’S CORE VALUES_x000D_
To protect and glorify Atatürk’s principles and the Republic’s Acquisitions, Participation, Respect to the environment and human-being, Absolute harmony with ethical values.One of the main characteristics of Istanbul University is its leadership in higher education for centuries. It has played a guiding and influential role in thesocial and cultural life of our country. Istanbul University, as one of the oldest educational institutions, not only of Turkey, but also of the world,  was founded when Mehmet the Conqueror conquered Istanbul. When the Turkish Republic was founded, Istanbul University was the only institution of higher education. That is the reason why it is the provider of teaching staff for all the universities in Turkey today. Many academics educated here have initiated the establishment of the other higher education institutions. Thus, Istanbul University has always been instrumental in the training and strengthening of our country's scientific cadres. In addition to its scientific impact, Istanbul University has also been a leader in the movement towards enlightenment and  modernization that began with the Republic by acting as a bridge between science and life. It is aware of its role in the perpetuation of Atatürk's principles and reforms. Istanbul University will protect in line with this in all issues pertaining to public life with no concessions from its decisive stand. Istanbul University functions as a reflection of Turkey's history of science and independence. As was the case in its history, Istanbul University is still in the vanguard of scientific success. Being the bridge between both the East and West and the past and future, Istanbul University is the leading university which creates valuable knowledge both forTurkey and the world, and bring-up competent individuals.",59250,6.7,45824,6.4,13426,7.7,41.0132424,28.9637609
401-500,https://www.shanghairanking.com/_uni/logo/9d54e81f7.png,Jagiellonian University,https://www.shanghairanking.com/institution/jagiellonian-university, http://www.uj.edu.pl,https://www.shanghairanking.com/_pub/country-flags/png100/pl.png, Poland,Europe,1364, Gołębia 24,"The Jagiellonian University is a public higher education institution, a self-governed university, which is run in accordance with a legal Act, the Statute, and according to traditional customs.The mission of the University is to educate foster culture in society and carry out scientific research. Due to its own activity and personal example of academic society members, the University prepares mature, self-reliant people for the home country, who are ready to solve everyday problems, which the modern life brings up. The University not only takes part in development of science, health protection, art and other fields of culture but also educates and up-brings students and academic personnel according to ideas of humanism and tolerance, spirit of respect for truth and hard work, the law and justice, human dignity, patriotism, democracy, honour and responsibility for Society and Homeland. The University operates by keeping constant contact with local and foreign research institutes, community centres, education and didactic institutions, cultural and economical units and also health care centres. The Jagiellonian University is one of the oldest universities in Poland and one of the oldest in Europe. Throughout its existence it has educated the Polish elite. Many of the university graduates have also contributed to the development of the European culture and science. Among them are: Nicolaus Copernicus, the man who “moved the Earth and stopped the Sun” and Karol Wojtyła, later Pope John Paul II, one of the greatest authorities of the 20th century. The university cultivates its tradition and is proud of it. Yet, simultaneously, it is constantly developing. It is able to link the past with an openness to new ideas and discoveries. Today it is a modern research and teaching centre which provides outstanding conditions for students and academic researchers to develop their skills and interests. The Jagiellonian University is made of 16 faculties located in both historic medieval buildings in the city centre as well as in modern sites constructed on Campus in the last few years. The University runs about 177 specializations and 94 courses of study in the humanities and sciences. Studies are grouped into three levels: Bachelor’s, Master’s and Doctoral. There are almost 40 000 students and over 4000 academic teachers. Kraków’s Alma Mater occupies a significant position on the academic world map. It is an important partner for over 200 famous international universities and academic research institutions. The Jagiellonian University attracts more and more international students for whom programmes are run in foreign languages. Today’s Jagiellonian University perfectly links dignity of tradition with the challenges of the modern world. It is also an important centre of intellectual and cultural life in Kraków. The Jagiellonian University organizes numerous concerts, exhibitions, lectures and meetings with distinguished academics and organizes international symposia and conferences. The most unique large-scale projects run by the Jagiellonian University include the Jagiellonian Centre for Experimental Therapeutics, Małopolska Centre for Biotechnology, Molecular Biotechnology for Health, OMICRON, and Synchrotron Radiation Centre ""Solaris"".",34221,8.5,15206,7.2,19015,9.5,50.0607296,19.9309195
401-500,https://www.shanghairanking.com/_uni/logo/d59953db0.png,King Fahd University of Petroleum & Minerals,https://www.shanghairanking.com/institution/king-fahd-university-of-petroleum-minerals, http://www.kfupm.edu.sa,https://www.shanghairanking.com/_pub/country-flags/png100/sa.png, Saudi Arabia,Asia,1963, KFUPM Box 673,"King Fahd University of Petroleum & Minerals (KFUPM) was officially established by Royal Decree on 5 Jumada I, 1383 H. (23 September 1963). The first students were admitted a year later, on 23 September 1964, when 67 young men enrolled in what was then the College of Petroleum and Minerals (CPM). Since that time, the University enrollment has grown to more than 8000 students (including those in the PREP program).Several significant events have marked the University's growth. In 1971, at the first graduation ceremony, four men received their baccalaureate degrees in engineering. In 1975, the College of Petroleum and Minerals became the University of Petroleum & Minerals, a change both in name and academic status. In 1986, the University was renamed: The King Fahd University of Petroleum & Minerals. The successful management of Saudi Arabia's vast petroleum and mineral resources poses a complex and exciting challenge for scientific, technical, and management education in the Kingdom. To meet this challenge, the University has adopted advanced training in the fields of science, engineering, and management as one of its goals in order to promote leadership and service in the Kingdom's petroleum and mineral industries. The University also furthers knowledge through research in these fields.",6882,13,19561,10.1,7793,20.1,26.3053184,50.15064486
401-500,https://www.shanghairanking.com/_uni/logo/1486b1d6a.png,King Khalid University,https://www.shanghairanking.com/institution/king-khalid-university,https://www.kku.edu.sa/en,https://www.shanghairanking.com/_pub/country-flags/png100/sa.png, Saudi Arabia,Asia,0,,,27010,13.3,19561,10.1,7793,20.1,18.08884075,42.72194397
401-500,https://www.shanghairanking.com/_uni/logo/50829319.png,Kunming University of Science and Technology,https://www.shanghairanking.com/institution/kunming-university-of-science-and-technology, http://www.kmust.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1954," Kunming, Yunnan, China",,44533,1.5,32463,0.6,10864,4.3,24.85529555,102.8552716
401-500,https://www.shanghairanking.com/_uni/logo/4143a0002.png,Kyung Hee University,https://www.shanghairanking.com/institution/kyung-hee-university, http://www.khu.ac.kr,https://www.shanghairanking.com/_pub/country-flags/png100/kr.png, South Korea,Asia,1949,"  26, Kyungheedae-ro, Dongdaemun-gu","Kyung Hee University was founded in 1949. Since its founding, Kyung Hee has pursued the Spirit of ""Scholarship and Peace"" as well as the founding principle of ""creating a civilized world."" For the past 70 years, the University has developed remarkably, contributing to the fulfillment of a ""cultural world for humanity"" as the leader of the future of academics and the creator of common values for humanity. In particular, the past five years have witnessed notable growth and a rise in the University's stature through forward-looking and adventurous endeavors in education, research, public service, and praxis. Kyung Hee University is preparing for a second leap forward while seeking a new paradigm of future university development. It reflected on the fundamental mission of the University and established a new vision and goals for becoming a true university of the future. In this new vision for a university that transcends the traditional notion of the university as a mere physical location and the limitations of an exclusive academe, Kyung Hee University will rise to international prestige and develop into an international center of research, education, and praxis. Pursuing ""Global Eminence"" on a foundation of academic excellence, Kyung Hee University will become an academic community that fulfills its social responsibility by cultivating world citizens with the capacity for communication and public service.",20504,26.1,15296,23.4,5208,33.9,37.5971213,127.0519867
401-500,https://www.shanghairanking.com/_uni/logo-jpg/e8991aa3200.jpg,Kyungpook National University,https://www.shanghairanking.com/institution/kyungpook-national-university, http://www.knu.ac.kr/,https://www.shanghairanking.com/_pub/country-flags/png100/kr.png, South Korea,Asia,1946," 80 Daehakro, Bukgu","Kyungpook National University(KNU) was founded in the spirit of truth, pride, and service: pursuing truth through academic study; developing pride as a member of the University and future leader; and inspiring service towards the modernization and development of society based on the skills acquired through university life.",24155,6,19561,10.1,7793,20.1,35.8905697,128.6108553
401-500,https://www.shanghairanking.com/_uni/logo/12298bd99.png,Louisiana State University - Baton Rouge,https://www.shanghairanking.com/institution/louisiana-state-university-baton-rouge, http://www.lsu.edu,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1860," Louisiana State University and Agricultural and Mechanical College, Baton Rouge,  Louisiana 70803-0100, United States of America",,33758,6,26828,10.1,6930,20.1,30.40576185,-91.1859745
